# only the first 2 columns are required
Rv0734	J	mapA	Translation, ribosomal structure and biogenesis 
Rv0735	K	sigL	Transcription 
Rv0736	K	-	Transcription 
Rv0737	K	-	Transcription 
Rv0741	L	-	Replication, recombination and repair 
Rv0751c	I	mmsB	Lipid transport and metabolism 
Rv0752c	I	fadE9	Lipid transport and metabolism 
Rv0753c	C	mmsA	Energy production and conversion 
Rv0754	G	PE_PGRS11	Carbohydrate transport and metabolism 
Rv0755A	L	-	Replication, recombination and repair 
Rv0756c	H	-	Coenzyme transport and metabolism 
Rv0757	K	phoP	Transcription 
Rv0758	T	phoR	Signal transduction mechanisms 
Rv0759c	R	-	General function prediction only 
Rv0761c	C	adhB	Energy production and conversion 
Rv0763c	C	-	Energy production and conversion 
Rv0764c	Q	cyp51	Secondary metabolites biosynthesis, transport and catabolism 
Rv0765c	R	-	General function prediction only 
Rv0766c	Q	cyp123	Secondary metabolites biosynthesis, transport and catabolism 
Rv0768	C	aldA	Energy production and conversion 
Rv0769	R	-	General function prediction only 
Rv0770	I	-	Lipid transport and metabolism 
Rv0771	S	-	Function unknown 
Rv0772	F	purD	Nucleotide transport and metabolism 
Rv0773c	E	ggtA	Amino acid transport and metabolism 
Rv0774c	R	-	General function prediction only 
Rv0775	S	-	Function unknown 
Rv0776c	S	-	Function unknown 
Rv0777	F	purB	Nucleotide transport and metabolism 
Rv0778	Q	cyp126	Secondary metabolites biosynthesis, transport and catabolism 
Rv0779c	V	-	Defense mechanisms 
Rv0780	F	hemH	Nucleotide transport and metabolism 
Rv0781	E	ptrBa	Amino acid transport and metabolism 
Rv0782	E	ptrBb	Amino acid transport and metabolism 
Rv0783c	R	emrB	General function prediction only 
Rv0784	R	-	General function prediction only 
Rv0785	R	-	General function prediction only 
Rv0786c	R	-	General function prediction only 
Rv0787	F	-	Nucleotide transport and metabolism 
Rv0787A	F	-	Nucleotide transport and metabolism 
Rv0788	F	purQ	Nucleotide transport and metabolism 
Rv0790c	E	-	Amino acid transport and metabolism 
Rv0791c	C	-	Energy production and conversion 
Rv0792c	K	-	Transcription 
Rv0793	S	-	Function unknown 
Rv0794c	C	-	Energy production and conversion 
Rv0795	L	-	Replication, recombination and repair 
Rv0796	L	-	Replication, recombination and repair 
Rv0797	L	-	Replication, recombination and repair 
Rv0798c	S	cfp29	Function unknown 
Rv0799c	P	-	Inorganic ion transport and metabolism 
Rv0800	E	pepC	Amino acid transport and metabolism 
Rv0802c	J	-	Translation, ribosomal structure and biogenesis 
Rv0803	F	purL	Nucleotide transport and metabolism 
Rv0804	R	-	General function prediction only 
Rv0805	R	-	General function prediction only 
Rv0808	F	purF	Nucleotide transport and metabolism 
Rv0809	F	purM	Nucleotide transport and metabolism 
Rv0811c	R	-	General function prediction only 
Rv0812	H	-	Coenzyme transport and metabolism 
Rv0815c	P	cysA2	Inorganic ion transport and metabolism 
Rv0816c	C	thiX	Energy production and conversion 
Rv0818	K	-	Transcription 
Rv0819	R	-	General function prediction only 
Rv0820	P	phoT	Inorganic ion transport and metabolism 
Rv0821c	P	phoY2	Inorganic ion transport and metabolism 
Rv0822c	K	-	Transcription 
Rv0823c	J	-	Translation, ribosomal structure and biogenesis 
Rv0825c	K	-	Transcription 
Rv0826	S	-	Function unknown 
Rv0827c	K	-	Transcription 
Rv0828c	J	-	Translation, ribosomal structure and biogenesis 
Rv0829	L	-	Replication, recombination and repair 
Rv0830	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0836c	S	-	Function unknown 
Rv0837c	S	-	Function unknown 
Rv0838	M	lpqR	Cell wall/membrane/envelope biogenesis 
Rv0839	R	-	General function prediction only 
Rv0840c	R	pip	General function prediction only 
Rv0841	R	-	General function prediction only 
Rv0843	C	-	Energy production and conversion 
Rv0844c	K	narL	Transcription 
Rv0845	T	-	Signal transduction mechanisms 
Rv0846c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0848	E	cysK2	Amino acid transport and metabolism 
Rv0849	R	-	General function prediction only 
Rv0850	L	-	Replication, recombination and repair 
Rv0851c	R	-	General function prediction only 
Rv0852	I	fadD16	Lipid transport and metabolism 
Rv0853c	R	pdc	General function prediction only 
Rv0854	H	-	Coenzyme transport and metabolism 
Rv0855	C	far	Energy production and conversion 
Rv0858c	E	-	Amino acid transport and metabolism 
Rv0859	I	fadA	Lipid transport and metabolism 
Rv0860	I	fadB	Lipid transport and metabolism 
Rv0861c	L	ercc3	Replication, recombination and repair 
Rv0864	H	moaC	Coenzyme transport and metabolism 
Rv0865	H	mog	Coenzyme transport and metabolism 
Rv0866	H	moaE2	Coenzyme transport and metabolism 
Rv0868c	H	moaD2	Coenzyme transport and metabolism 
Rv0869c	H	moaA	Coenzyme transport and metabolism 
Rv0870c	S	-	Function unknown 
Rv0871	K	cspB	Transcription 
Rv0873	I	fadE10	Lipid transport and metabolism 
Rv0874c	S	-	Function unknown 
Rv0876c	R	-	General function prediction only 
Rv0880	K	-	Transcription 
Rv0881	J	-	Translation, ribosomal structure and biogenesis 
Rv0884c	E	serC	Amino acid transport and metabolism 
Rv0886	C	fprB	Energy production and conversion 
Rv0886	R	fprB	General function prediction only 
Rv0887c	S	-	Function unknown 
Rv0889c	C	citA	Energy production and conversion 
Rv0890c	K	-	Transcription 
Rv0890c	R	-	General function prediction only 
Rv0891c	T	-	Signal transduction mechanisms 
Rv0892	P	-	Inorganic ion transport and metabolism 
Rv0893c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0894	R	-	General function prediction only 
Rv0895	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0896	C	gltA	Energy production and conversion 
Rv0897c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0899	M	ompA	Cell wall/membrane/envelope biogenesis 
Rv0902c	T	prrB	Signal transduction mechanisms 
Rv0903c	K	prrA	Transcription 
Rv0904c	I	accD3	Lipid transport and metabolism 
Rv0905	I	echA6	Lipid transport and metabolism 
Rv0906	R	-	General function prediction only 
Rv0907	V	-	Defense mechanisms 
Rv0908	P	ctpE	Inorganic ion transport and metabolism 
Rv0911	R	-	General function prediction only 
Rv0913c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0914c	I	-	Lipid transport and metabolism 
Rv0917	M	betP	Cell wall/membrane/envelope biogenesis 
Rv0918	S	-	Function unknown 
Rv0919	R	-	General function prediction only 
Rv0920c	L	-	Replication, recombination and repair 
Rv0921	L	-	Replication, recombination and repair 
Rv0922	L	-	Replication, recombination and repair 
Rv0923c	R	-	General function prediction only 
Rv0923c	S	-	Function unknown 
Rv0924c	P	mntH	Inorganic ion transport and metabolism 
Rv0925c	R	-	General function prediction only 
Rv0926c	S	-	Function unknown 
Rv0927c	R	-	General function prediction only 
Rv0928	P	pstS3	Inorganic ion transport and metabolism 
Rv0929	P	pstC2	Inorganic ion transport and metabolism 
Rv0930	P	pstA1	Inorganic ion transport and metabolism 
Rv0931c	L	pknD	Replication, recombination and repair 
Rv0931c	S	pknD	Function unknown 
Rv0932c	P	pstS2	Inorganic ion transport and metabolism 
Rv0933	P	pstB	Inorganic ion transport and metabolism 
Rv0934	P	pstS1	Inorganic ion transport and metabolism 
Rv0935	P	pstC1	Inorganic ion transport and metabolism 
Rv0936	P	pstA2	Inorganic ion transport and metabolism 
Rv0937c	S	-	Function unknown 
Rv0938	L	-	Replication, recombination and repair 
Rv0939	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv0939	R	-	General function prediction only 
Rv0940c	C	-	Energy production and conversion 
Rv0943c	P	-	Inorganic ion transport and metabolism 
Rv0944	L	-	Replication, recombination and repair 
Rv0945	R	-	General function prediction only 
Rv0946c	G	pgi	Carbohydrate transport and metabolism 
Rv0948c	E	-	Amino acid transport and metabolism 
Rv0949	L	uvrD1	Replication, recombination and repair 
Rv0950c	M	-	Cell wall/membrane/envelope biogenesis 
Rv0951	C	sucC	Energy production and conversion 
Rv0952	C	sucD	Energy production and conversion 
Rv0953c	C	-	Energy production and conversion 
Rv0956	F	purN	Nucleotide transport and metabolism 
Rv0957	F	purH	Nucleotide transport and metabolism 
Rv0958	H	-	Coenzyme transport and metabolism 
Rv0959	R	-	General function prediction only 
Rv0960	R	-	General function prediction only 
Rv0962c	C	lprP	Energy production and conversion 
Rv0962c	E	lprP	Amino acid transport and metabolism 
Rv0967	S	-	Function unknown 
Rv0969	P	ctpV	Inorganic ion transport and metabolism 
Rv0971c	I	echA7	Lipid transport and metabolism 
Rv0972c	I	fadE12	Lipid transport and metabolism 
Rv0973c	I	accA2	Lipid transport and metabolism 
Rv0974c	I	accD2	Lipid transport and metabolism 
Rv0975c	I	fadE13	Lipid transport and metabolism 
Rv0978c	S	PE_PGRS17	Function unknown 
Rv0980c	S	PE_PGRS18	Function unknown 
Rv0981	K	mprA	Transcription 
Rv0982	T	mprB	Signal transduction mechanisms 
Rv0983	O	pepD	Posttranslational modification, protein turnover, chaperones 
Rv0984	H	moaB2	Coenzyme transport and metabolism 
Rv0985c	M	mscL	Cell wall/membrane/envelope biogenesis 
Rv0986	V	-	Defense mechanisms 
Rv0987	V	-	Defense mechanisms 
Rv0988	R	-	General function prediction only 
Rv0989c	H	grcC2	Coenzyme transport and metabolism 
Rv0991c	S	-	Function unknown 
Rv0992c	H	-	Coenzyme transport and metabolism 
Rv0993	M	galU	Cell wall/membrane/envelope biogenesis 
Rv0994	H	moeA1	Coenzyme transport and metabolism 
Rv0995	J	rimJ	Translation, ribosomal structure and biogenesis 
Rv0998	R	-	General function prediction only 
Rv0998	T	-	Signal transduction mechanisms 
Rv1000c	L	-	Replication, recombination and repair 
Rv1001	E	arcA	Amino acid transport and metabolism 
Rv1002c	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1003	R	-	General function prediction only 
Rv1005c	H	pabB	Coenzyme transport and metabolism 
Rv1007c	J	metG	Translation, ribosomal structure and biogenesis 
Rv1008	L	tatD	Replication, recombination and repair 
Rv1009	S	rpfB	Function unknown 
Rv1010	J	ksgA	Translation, ribosomal structure and biogenesis 
Rv1011	I	ispE	Lipid transport and metabolism 
Rv1013	Q	pks16	Secondary metabolites biosynthesis, transport and catabolism 
Rv1014c	J	pth	Translation, ribosomal structure and biogenesis 
Rv1015c	J	rplY	Translation, ribosomal structure and biogenesis 
Rv1017c	E	prsA	Amino acid transport and metabolism 
Rv1018c	M	glmU	Cell wall/membrane/envelope biogenesis 
Rv1019	K	-	Transcription 
Rv1020	K	mfd	Transcription 
Rv1021	R	-	General function prediction only 
Rv1022	M	lpqU	Cell wall/membrane/envelope biogenesis 
Rv1023	G	eno	Carbohydrate transport and metabolism 
Rv1024	D	-	Cell cycle control, cell division, chromosome partitioning 
Rv1025	S	-	Function unknown 
Rv1026	P	-	Inorganic ion transport and metabolism 
Rv1027c	K	kdpE	Transcription 
Rv1028c	T	kdpD	Signal transduction mechanisms 
Rv1029	P	kdpA	Inorganic ion transport and metabolism 
Rv1030	P	kdpB	Inorganic ion transport and metabolism 
Rv1031	P	kdpC	Inorganic ion transport and metabolism 
Rv1032c	T	trcS	Signal transduction mechanisms 
Rv1033c	K	trcR	Transcription 
Rv1034c	L	-	Replication, recombination and repair 
Rv1041c	L	-	Replication, recombination and repair 
Rv1042c	L	-	Replication, recombination and repair 
Rv1043c	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1047	L	-	Replication, recombination and repair 
Rv1049	K	-	Transcription 
Rv1050	R	-	General function prediction only 
Rv1056	S	-	Function unknown 
Rv1057	S	-	Function unknown 
Rv1058	Q	fadD14	Secondary metabolites biosynthesis, transport and catabolism 
Rv1059	E	-	Amino acid transport and metabolism 
Rv1059	S	-	Function unknown 
Rv1061	R	-	General function prediction only 
Rv1062	R	-	General function prediction only 
Rv1063c	R	-	General function prediction only 
Rv1066	P	-	Inorganic ion transport and metabolism 
Rv1069c	S	-	Function unknown 
Rv1070c	I	echA8	Lipid transport and metabolism 
Rv1071c	I	echA9	Lipid transport and metabolism 
Rv1072	S	-	Function unknown 
Rv1074c	I	fadA3	Lipid transport and metabolism 
Rv1075c	E	-	Amino acid transport and metabolism 
Rv1076	I	lipU	Lipid transport and metabolism 
Rv1077	E	cbs	Amino acid transport and metabolism 
Rv1077	R	cbs	General function prediction only 
Rv1078	S	pra	Function unknown 
Rv1079	E	metB	Amino acid transport and metabolism 
Rv1080c	K	greA	Transcription 
Rv1082	S	mca	Function unknown 
Rv1084	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1085c	R	-	General function prediction only 
Rv1086	I	-	Lipid transport and metabolism 
Rv1087A	I	-	Lipid transport and metabolism 
Rv1092c	H	coaA	Coenzyme transport and metabolism 
Rv1093	E	glyA	Amino acid transport and metabolism 
Rv1095	T	phoH2	Signal transduction mechanisms 
Rv1096	G	-	Carbohydrate transport and metabolism 
Rv1098c	C	fumC	Energy production and conversion 
Rv1099c	G	glpX	Carbohydrate transport and metabolism 
Rv1101c	R	-	General function prediction only 
Rv1102c	T	-	Signal transduction mechanisms 
Rv1104	I	-	Lipid transport and metabolism 
Rv1105	I	-	Lipid transport and metabolism 
Rv1106c	G	-	Carbohydrate transport and metabolism 
Rv1107c	L	xseB	Replication, recombination and repair 
Rv1108c	L	xseA	Replication, recombination and repair 
Rv1110	M	ispH	Cell wall/membrane/envelope biogenesis 
Rv1112	J	-	Translation, ribosomal structure and biogenesis 
Rv1114	R	-	General function prediction only 
Rv1115	M	-	Cell wall/membrane/envelope biogenesis 
Rv1117	S	-	Function unknown 
Rv1120c	T	-	Signal transduction mechanisms 
Rv1121	G	zwf1	Carbohydrate transport and metabolism 
Rv1122	G	gnd2	Carbohydrate transport and metabolism 
Rv1123c	R	bpoB	General function prediction only 
Rv1124	R	ephC	General function prediction only 
Rv1125	E	-	Amino acid transport and metabolism 
Rv1127c	G	ppdK	Carbohydrate transport and metabolism 
Rv1129c	K	-	Transcription 
Rv1129c	R	-	General function prediction only 
Rv1130	R	-	General function prediction only 
Rv1131	C	gltA1	Energy production and conversion 
Rv1133c	E	metE	Amino acid transport and metabolism 
Rv1135A	I	-	Lipid transport and metabolism 
Rv1136	I	-	Lipid transport and metabolism 
Rv1138c	C	-	Energy production and conversion 
Rv1139c	S	-	Function unknown 
Rv1140	R	-	General function prediction only 
Rv1141c	I	echA11	Lipid transport and metabolism 
Rv1142c	I	echA10	Lipid transport and metabolism 
Rv1143	C	mcr	Energy production and conversion 
Rv1144	R	-	General function prediction only 
Rv1145	R	mmpL13a	General function prediction only 
Rv1146	R	mmpL13b	General function prediction only 
Rv1147	R	-	General function prediction only 
Rv1149	L	-	Replication, recombination and repair 
Rv1151c	K	-	Transcription 
Rv1152	K	-	Transcription 
Rv1153c	Q	omt	Secondary metabolites biosynthesis, transport and catabolism 
Rv1154c	S	-	Function unknown 
Rv1156	L	-	Replication, recombination and repair 
Rv1159A	H	phhB	Coenzyme transport and metabolism 
Rv1160	R	mutT2	General function prediction only 
Rv1161	C	narG	Energy production and conversion 
Rv1162	C	narH	Energy production and conversion 
Rv1163	C	narJ	Energy production and conversion 
Rv1164	C	narI	Energy production and conversion 
Rv1165	T	typA	Signal transduction mechanisms 
Rv1166	E	lpqW	Amino acid transport and metabolism 
Rv1167c	K	-	Transcription 
Rv1170	S	mshB	Function unknown 
Rv1173	R	fbiC	General function prediction only 
Rv1175c	C	fadH	Energy production and conversion 
Rv1175c	R	fadH	General function prediction only 
Rv1176c	K	-	Transcription 
Rv1177	C	fdxC	Energy production and conversion 
Rv1178	E	-	Amino acid transport and metabolism 
Rv1179c	L	-	Replication, recombination and repair 
Rv1180	Q	pks3	Secondary metabolites biosynthesis, transport and catabolism 
Rv1181	Q	pks4	Secondary metabolites biosynthesis, transport and catabolism 
Rv1182	Q	papA3	Secondary metabolites biosynthesis, transport and catabolism 
Rv1183	R	mmpL10	General function prediction only 
Rv1184c	R	-	General function prediction only 
Rv1185c	Q	fadD21	Secondary metabolites biosynthesis, transport and catabolism 
Rv1186c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1187	C	rocA	Energy production and conversion 
Rv1188	E	-	Amino acid transport and metabolism 
Rv1189	K	sigI	Transcription 
Rv1190	R	-	General function prediction only 
Rv1191	R	-	General function prediction only 
Rv1192	R	-	General function prediction only 
Rv1193	Q	fadD36	Secondary metabolites biosynthesis, transport and catabolism 
Rv1194c	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1199c	L	-	Replication, recombination and repair 
Rv1200	R	-	General function prediction only 
Rv1201c	E	-	Amino acid transport and metabolism 
Rv1202	E	dapE	Amino acid transport and metabolism 
Rv1204c	R	-	General function prediction only 
Rv1205	R	-	General function prediction only 
Rv1206	Q	fadD6	Secondary metabolites biosynthesis, transport and catabolism 
Rv1207	H	folP2	Coenzyme transport and metabolism 
Rv1208	M	-	Cell wall/membrane/envelope biogenesis 
Rv1210	L	tagA	Replication, recombination and repair 
Rv1212c	M	-	Cell wall/membrane/envelope biogenesis 
Rv1213	G	glgC	Carbohydrate transport and metabolism 
Rv1215c	R	-	General function prediction only 
Rv1216c	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1217c	M	-	Cell wall/membrane/envelope biogenesis 
Rv1218c	V	-	Defense mechanisms 
Rv1219c	K	-	Transcription 
Rv1220c	R	-	General function prediction only 
Rv1221	K	sigE	Transcription 
Rv1223	O	htrA	Posttranslational modification, protein turnover, chaperones 
Rv1224	U	tatB	Intracellular trafficking, secretion, and vesicular transport 
Rv1225c	G	-	Carbohydrate transport and metabolism 
Rv1226c	S	-	Function unknown 
Rv1227c	S	-	Function unknown 
Rv1229c	D	mrp	Cell cycle control, cell division, chromosome partitioning 
Rv1230c	M	-	Cell wall/membrane/envelope biogenesis 
Rv1231c	S	-	Function unknown 
Rv1232c	P	-	Inorganic ion transport and metabolism 
Rv1235	G	lpqY	Carbohydrate transport and metabolism 
Rv1236	G	sugA	Carbohydrate transport and metabolism 
Rv1237	G	sugB	Carbohydrate transport and metabolism 
Rv1238	G	sugC	Carbohydrate transport and metabolism 
Rv1239c	P	corA	Inorganic ion transport and metabolism 
Rv1240	C	mdh	Energy production and conversion 
Rv1244	M	lpqZ	Cell wall/membrane/envelope biogenesis 
Rv1245c	R	-	General function prediction only 
Rv1246c	D	-	Cell cycle control, cell division, chromosome partitioning 
Rv1247c	D	-	Cell cycle control, cell division, chromosome partitioning 
Rv1248c	C	kgd	Energy production and conversion 
Rv1250	R	-	General function prediction only 
Rv1251c	L	-	Replication, recombination and repair 
Rv1251c	R	-	General function prediction only 
Rv1253	J	deaD	Translation, ribosomal structure and biogenesis 
Rv1254	I	-	Lipid transport and metabolism 
Rv1255c	K	-	Transcription 
Rv1256c	Q	cyp130	Secondary metabolites biosynthesis, transport and catabolism 
Rv1257c	C	-	Energy production and conversion 
Rv1258c	R	-	General function prediction only 
Rv1259	L	-	Replication, recombination and repair 
Rv1260	C	-	Energy production and conversion 
Rv1262c	R	-	General function prediction only 
Rv1263	J	amiB2	Translation, ribosomal structure and biogenesis 
Rv1264	T	-	Signal transduction mechanisms 
Rv1266c	L	pknH	Replication, recombination and repair 
Rv1267c	T	embR	Signal transduction mechanisms 
Rv1272c	V	-	Defense mechanisms 
Rv1273c	V	-	Defense mechanisms 
Rv1276c	T	-	Signal transduction mechanisms 
Rv1277	L	-	Replication, recombination and repair 
Rv1278	L	-	Replication, recombination and repair 
Rv1278	S	-	Function unknown 
Rv1279	E	-	Amino acid transport and metabolism 
Rv1280c	E	oppA	Amino acid transport and metabolism 
Rv1281c	R	oppD	General function prediction only 
Rv1282c	P	oppC	Inorganic ion transport and metabolism 
Rv1283c	P	oppB	Inorganic ion transport and metabolism 
Rv1284	P	-	Inorganic ion transport and metabolism 
Rv1285	H	cysD	Coenzyme transport and metabolism 
Rv1286	P	cysN	Inorganic ion transport and metabolism 
Rv1287	K	-	Transcription 
Rv1288	M	-	Cell wall/membrane/envelope biogenesis 
Rv1288	R	-	General function prediction only 
Rv1290c	S	-	Function unknown 
Rv1292	J	argS	Translation, ribosomal structure and biogenesis 
Rv1293	E	lysA	Amino acid transport and metabolism 
Rv1294	E	thrA	Amino acid transport and metabolism 
Rv1295	E	thrC	Amino acid transport and metabolism 
Rv1296	E	thrB	Amino acid transport and metabolism 
Rv1297	K	rho	Transcription 
Rv1298	J	rpmE	Translation, ribosomal structure and biogenesis 
Rv1299	J	prfA	Translation, ribosomal structure and biogenesis 
Rv1300	J	hemK	Translation, ribosomal structure and biogenesis 
Rv1301	J	-	Translation, ribosomal structure and biogenesis 
Rv1302	M	rfe	Cell wall/membrane/envelope biogenesis 
Rv1304	C	atpB	Energy production and conversion 
Rv1305	C	atpE	Energy production and conversion 
Rv1306	C	atpF	Energy production and conversion 
Rv1307	C	atpH	Energy production and conversion 
Rv1308	C	atpA	Energy production and conversion 
Rv1309	C	atpG	Energy production and conversion 
Rv1310	C	atpD	Energy production and conversion 
Rv1311	C	atpC	Energy production and conversion 
Rv1313c	L	-	Replication, recombination and repair 
Rv1314c	S	-	Function unknown 
Rv1315	M	murA	Cell wall/membrane/envelope biogenesis 
Rv1316c	L	ogt	Replication, recombination and repair 
Rv1317c	F	alkA	Nucleotide transport and metabolism 
Rv1317c	L	alkA	Replication, recombination and repair 
Rv1318c	T	-	Signal transduction mechanisms 
Rv1319c	T	-	Signal transduction mechanisms 
Rv1320c	T	-	Signal transduction mechanisms 
Rv1321	L	-	Replication, recombination and repair 
Rv1322A	E	-	Amino acid transport and metabolism 
Rv1323	I	fadA4	Lipid transport and metabolism 
Rv1324	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1326c	G	glgB	Carbohydrate transport and metabolism 
Rv1327c	G	glgE	Carbohydrate transport and metabolism 
Rv1328	G	glgP	Carbohydrate transport and metabolism 
Rv1329c	L	dinG	Replication, recombination and repair 
Rv1330c	H	-	Coenzyme transport and metabolism 
Rv1331	S	clpS	Function unknown 
Rv1333	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1334	R	-	General function prediction only 
Rv1335	H	-	Coenzyme transport and metabolism 
Rv1336	E	cysM	Amino acid transport and metabolism 
Rv1337	R	-	General function prediction only 
Rv1338	M	murI	Cell wall/membrane/envelope biogenesis 
Rv1339	R	-	General function prediction only 
Rv1340	J	rph	Translation, ribosomal structure and biogenesis 
Rv1341	F	-	Nucleotide transport and metabolism 
Rv1343c	K	lprD	Transcription 
Rv1344	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1345	Q	fadD33	Secondary metabolites biosynthesis, transport and catabolism 
Rv1346	I	fadE14	Lipid transport and metabolism 
Rv1347c	J	-	Translation, ribosomal structure and biogenesis 
Rv1348	P	-	Inorganic ion transport and metabolism 
Rv1348	V	-	Defense mechanisms 
Rv1349	V	-	Defense mechanisms 
Rv1350	R	fabG	General function prediction only 
Rv1353c	K	-	Transcription 
Rv1354c	T	-	Signal transduction mechanisms 
Rv1355c	H	moeY	Coenzyme transport and metabolism 
Rv1357c	T	-	Signal transduction mechanisms 
Rv1358	K	-	Transcription 
Rv1358	R	-	General function prediction only 
Rv1358	T	-	Signal transduction mechanisms 
Rv1359	T	-	Signal transduction mechanisms 
Rv1360	C	-	Energy production and conversion 
Rv1364c	K	-	Transcription 
Rv1364c	T	-	Signal transduction mechanisms 
Rv1365c	T	rsfA	Signal transduction mechanisms 
Rv1366	S	-	Function unknown 
Rv1367c	V	-	Defense mechanisms 
Rv1369c	L	-	Replication, recombination and repair 
Rv1370c	L	-	Replication, recombination and repair 
Rv1372	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1375	S	-	Function unknown 
Rv1376	S	-	Function unknown 
Rv1377c	R	-	General function prediction only 
Rv1378c	V	-	Defense mechanisms 
Rv1379	F	pyrR	Nucleotide transport and metabolism 
Rv1380	F	pyrB	Nucleotide transport and metabolism 
Rv1381	F	pyrC	Nucleotide transport and metabolism 
Rv1383	F	carA	Nucleotide transport and metabolism 
Rv1384	F	carB	Nucleotide transport and metabolism 
Rv1385	F	pyrF	Nucleotide transport and metabolism 
Rv1389	F	gmk	Nucleotide transport and metabolism 
Rv1390	K	rpoZ	Transcription 
Rv1391	H	dfp	Coenzyme transport and metabolism 
Rv1392	H	metK	Coenzyme transport and metabolism 
Rv1393c	P	-	Inorganic ion transport and metabolism 
Rv1394c	Q	cyp132	Secondary metabolites biosynthesis, transport and catabolism 
Rv1395	K	-	Transcription 
Rv1397c	R	-	General function prediction only 
Rv1399c	I	lipH	Lipid transport and metabolism 
Rv1400c	I	lipI	Lipid transport and metabolism 
Rv1401	S	-	Function unknown 
Rv1402	L	priA	Replication, recombination and repair 
Rv1403c	R	-	General function prediction only 
Rv1404	K	-	Transcription 
Rv1405c	R	-	General function prediction only 
Rv1406	J	fmt	Translation, ribosomal structure and biogenesis 
Rv1407	J	fmu	Translation, ribosomal structure and biogenesis 
Rv1408	G	rpe	Carbohydrate transport and metabolism 
Rv1409	H	ribG	Coenzyme transport and metabolism 
Rv1410c	R	-	General function prediction only 
Rv1412	H	ribC	Coenzyme transport and metabolism 
Rv1413	E	-	Amino acid transport and metabolism 
Rv1414	E	-	Amino acid transport and metabolism 
Rv1415	H	ribA2	Coenzyme transport and metabolism 
Rv1416	H	ribH	Coenzyme transport and metabolism 
Rv1420	L	uvrC	Replication, recombination and repair 
Rv1421	R	-	General function prediction only 
Rv1422	S	-	Function unknown 
Rv1423	S	whiA	Function unknown 
Rv1426c	I	lipO	Lipid transport and metabolism 
Rv1427c	Q	fadD12	Secondary metabolites biosynthesis, transport and catabolism 
Rv1428c	I	-	Lipid transport and metabolism 
Rv1429	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1432	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1433	S	-	Function unknown 
Rv1436	G	gap	Carbohydrate transport and metabolism 
Rv1437	G	pgk	Carbohydrate transport and metabolism 
Rv1438	G	tpiA	Carbohydrate transport and metabolism 
Rv1440	U	secG	Intracellular trafficking, secretion, and vesicular transport 
Rv1442	C	bisC	Energy production and conversion 
Rv1443c	S	-	Function unknown 
Rv1444c	L	-	Replication, recombination and repair 
Rv1445c	G	devB	Carbohydrate transport and metabolism 
Rv1446c	G	opcA	Carbohydrate transport and metabolism 
Rv1447c	G	zwf2	Carbohydrate transport and metabolism 
Rv1448c	G	tal	Carbohydrate transport and metabolism 
Rv1449c	G	tkt	Carbohydrate transport and metabolism 
Rv1451	O	ctaB	Posttranslational modification, protein turnover, chaperones 
Rv1453	Q	-	Secondary metabolites biosynthesis, transport and catabolism 
Rv1454c	R	qor	General function prediction only 
Rv1456c	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1457c	V	-	Defense mechanisms 
Rv1458c	V	-	Defense mechanisms 
Rv1460	K	-	Transcription 
Rv1461	L	-	Replication, recombination and repair 
Rv1461	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1462	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1463	O	-	Posttranslational modification, protein turnover, chaperones 
Rv1464	E	csd	Amino acid transport and metabolism 
Rv1465	C	-	Energy production and conversion 
Rv1466	R	-	General function prediction only 
Rv1467c	I	fadE15	Lipid transport and metabolism 
Rv1469	P	ctpD	Inorganic ion transport and metabolism 
Rv1470	C	trxA	Energy production and conversion 
Rv1471	C	trxB1	Energy production and conversion 
Rv1472	I	echA12	Lipid transport and metabolism 
Rv1473	R	-	General function prediction only 
Rv1474c	K	-	Transcription 
Rv1475c	C	acn	Energy production and conversion 
Rv1477	M	-	Cell wall/membrane/envelope biogenesis 
Rv1478	M	-	Cell wall/membrane/envelope biogenesis 
Rv1479	R	moxR1	General function prediction only 
Rv1480	R	-	General function prediction only 
Rv1481	R	-	General function prediction only 
Rv1483	R	fabG1	General function prediction only 
